MOCS ID,Fiscal Year,Source,Council Member,Legal Name of Organization,EIN,Status,amount,Agency,Program Name,Address,Address 2 (optional),City,State,Postcode,Purpose of Funds,Fiscal Conduit Name,FC EIN,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
FY20 10997,2020,Census 2020 Outreach,,City University of New York,133893536,Cleared,160000,CUNY,Medgar Evers College - Law and Social Justice Racial Justice Advocates Project,695 Park Avenue,,New York,NY,10065,"To support the work of community-based organizations to coordinate events, perform canvassing, engage in outreach, and provide technical assistance to ensure a complete census count, especially in hard to count communities.",,,MANHATTAN,40.768973,-73.965367,108,4,120,1081419,1014030001,Upper East Side-Carnegie Hill
FY20 10557,2020,Census 2020 Outreach,,City University of New York,133893536,Cleared,190000,CUNY,Medgar Evers College - Law and Social Justice Racial Justice Advocates Project,,,,NY,,"To support the work of community-based organizations to coordinate events, perform canvassing, engage in outreach, and provide technical assistance to ensure a complete census count, especially in hard to count communities.",,,,,,,,,,,
FY20 08057,2020,Civic Education in New York City Schools,,City University of New York,133893536,Cleared,50000,CUNY,Medgar Evers College,,,,NY,,"The Civic Education in New York City schools initiative supports the promotion of political participation. Specifically, the Council funding supports students from CUNY colleges who will lead semester-long action civics programs for middle and high school students in DOE schools, and civic participation through educational tools for middle and high school students.",,,,,,,,,,,
FY20 08954,2020,Community Land Trust,,City University of New York,133893536,Cleared,20000,CUNY,,,,,NY,,"This initiative supports organizations that work on a neighborhood level to develop and expand the community land trust (CLT) model citywide. CLT’s will create and preserve permanently affordable housing through nonprofit ownership of land. Work includes, but is not limited to: tenant organizing; CLT advocacy; technical, legal and financial assistance to establish and build capacity for CLT’s, and other CLT-related public education.",,,,,,,,,,,
FY20 07864,2020,Create New Technology Incubators,,City University of New York,133893536,Cleared,500000,CUNY,Create New Technology Incubators: College of Staten Island,,,,NY,,"This initiative supports new technology incubators and also supports the operation of existing incubators in the outer boroughs. These incubators will provide various types of support to technology start-ups and entrepreneurs, and help promote future growth of the technology sector.",,,,,,,,,,,
FY20 07865,2020,Create New Technology Incubators,,City University of New York,133893536,Cleared,450000,CUNY,Create New Technology Incubators: Lehman College,,,,NY,,"This initiative supports new technology incubators and also supports the operation of existing incubators in the outer boroughs. These incubators will provide various types of support to technology start-ups and entrepreneurs, and help promote future growth of the technology sector.",,,,,,,,,,,
FY20 07866,2020,Create New Technology Incubators,,City University of New York,133893536,Cleared,450000,CUNY,Create New Technology Incubators: Queens College,,,,NY,,"This initiative supports new technology incubators and also supports the operation of existing incubators in the outer boroughs. These incubators will provide various types of support to technology start-ups and entrepreneurs, and help promote future growth of the technology sector.",,,,,,,,,,,
FY20 06858,2020,Creative Arts Team,,City University of New York,133893536,Cleared,400000,CUNY,CUNY Creative Arts Team Drama Workshops,,,,NY,,To provide participatory drama workshops and residencies that foster important learning skills and positive social development.,,,,,,,,,,,
FY20 05497,2020,Cultural After-School Adventure (CASA),Koslowitz,City University of New York,136400434,Cleared,20000,CUNY,Queensborough Community College - Public School 139Q (28Q139),,,,,,This funding engages cultural programs and institutions to provide arts enrichment to students through after-school programs.,,,,,,,,,,,
FY20 05498,2020,Cultural After-School Adventure (CASA),Dromm,City University of New York,136400434,Cleared,20000,CUNY,Queensborough Community College - Public School 280Q (30Q280),,,,,,This funding engages cultural programs and institutions to provide arts enrichment to students through after-school programs.,,,,,,,,,,,
FY20 10973,2020,Cultural Immigrant Initiative,Grodenchik,City University of New York,136400434,Cleared,10000,CUNY,Queensborough Community College - Kupferbeg Holocaust Center,,,,,,The funds will be used to support cultural organizations to provide programming focused on the cultural history or traditions of an immigrant community in New York City. This initiative will help increase access to unique cultural offerings that focus on immigrant heritages.,,,,,,,,,,,
FY20 06061,2020,Cultural Immigrant Initiative,Moya,City University of New York,133893536,Cleared,15000,CUNY,"The Graduate Center - Center for Latin American, Caribbean & Latino Studies (CLACLS)",,,,NY,,The funds will be used to support cultural organizations to provide programming focused on the cultural history or traditions of an immigrant community in New York City. This initiative will help increase access to unique cultural offerings that focus on immigrant heritages.,,,,,,,,,,,
FY20 06859,2020,CUNY Childcare,,City University of New York,136400434,Cleared,150000,CUNY,CUNY Child Care Expansion,,,,,,To expand capacity and increase enrollment in childcare centers at CUNY colleges.,,,,,,,,,,,
FY20 06860,2020,CUNY Childcare,,City University of New York,136400434,Cleared,450000,CUNY,CUNY Child Care Expansion,,,,,,To expand capacity and increase enrollment in childcare centers at CUNY colleges.,,,,,,,,,,,
FY20 06966,2020,CUNY Citizenship NOW! Program,,City University of New York,136400434,Cleared,3000000,CUNY,CUNY Citizenship Now!,,,,,,"This funding supports CUNY Citizenship NOW! Program, which provides free immigration law services to assist immigrants on their path to U.S. citizenship.",,,,,,,,,,,
FY20 06861,2020,CUNY Diversity Incubator,,City University of New York,133893536,Cleared,500000,CUNY,"Center for Ethnic, Racial and Religious Understanding - Queens College.",,,,,,"To support the CUNY Diversity Incubator at the Center for Ethnic, Racial and Religious Understanding at Queens College.",,,,,,,,,,,
FY20 06863,2020,CUNY Research Institutes,,City University of New York,136400434,Cleared,250000,CUNY,LGBTQ Public History Project - LaGuardia Community College,,,,,,"This allocation supports six research-focused, non-degree granting institutes housed in colleges within the City University of New York.",,,,,,,,,,,
FY20 10741,2020,Ending the Epidemic,,City University of New York,136400434,Cleared,10000,CUNY,,,,,,,"This funding supports prevention, education, outreach, and support services that align with the Ending the Epidemic (ETE) framework. ETE, a statewide plan to decrease new HIV infections to 750 by the year 2020, strives to identify diagnosed and undiagnosed HIV-positive New Yorkers and connect them to healthcare and medication, including Pre-Exposure Prophylaxis (PrEP) and Post-Exposure Prophylaxis (PEP).",,,,,,,,,,,
FY20 06721,2020,Ending the Epidemic,,City University of New York,136400434,Cleared,50000,CUNY,CUNY School of Public Health: Ending the Epidemic,,,,,,"This funding supports prevention, education, outreach, and support services that align with the Ending the Epidemic (ETE) framework. ETE, a statewide plan to decrease new HIV infections to 750 by the year 2020, strives to identify diagnosed and undiagnosed HIV-positive New Yorkers and connect them to healthcare and medication, including Pre-Exposure Prophylaxis (PrEP) and Post-Exposure Prophylaxis (PEP).",,,,,,,,,,,
FY20 10501,2020,Food Pantries,Queens Delegation,City University of New York,133893536,Cleared,5000,CUNY,Queens College - Food Pantry,,,,NY,,This initiative provides food to over 275 pantries and soup kitchens citywide.,,,,,,,,,,,
FY20 07000,2020,Immigrant Opportunities Initiative,,City University of New York,133893536,Cleared,24000,CUNY,CUNY School of Law - Legal Services,,,,NY,,"To provide legal services for recent immigrants to assist with applications for citizenship or permanent residency, and various other immigrant-related legal services.",,,,,,,,,,,
FY20 06868,2020,Joseph S. Murphy Institute Center for Worker Education,,City University of New York,133893536,Cleared,200000,CUNY,,,,,NY,,This allocation provides access to education for working adults and training for New York City union members.,,,,,,,,,,,
FY20 06869,2020,Joseph S. Murphy Institute Center for Worker Education,,City University of New York,133893536,Cleared,1000000,CUNY,CUNY School of Urban and Labor Studies,,,,NY,,This allocation provides access to education for working adults and training for New York City union members.,,,,,,,,,,,
FY20 05228,2020,LGBT Community Services,,City University of New York,133893536,Cleared,50000,CUNY,Hunter College - LGBT Social Science and Public Policy,,,,NY,,"This funding supports the outer borough LGBT Services Consortium, which works to increase coordinated delivery of health and human services for LGBT people and families in the outer boroughs of NYC.",,,,,,,,,,,
FY20 01016,2020,Local,Speaker,City University of New York,136400434,Cleared,50000,CUNY,College of Staten Island - Breast Cancer Research,,,,,,Funds will be used for Staten Island Breast Cancer Research.,,,,,,,,,,,
FY20 00995,2020,Local,Rose,City University of New York,133893536,Cleared,5000,CUNY,College of Staten Island - Liberty Partnership Program,,,,NY,,"Funds will support administrative, staffing and operational costs associated with running CSI's Liberty Partnerships program.",,,,,,,,,,,
FY20 00994,2020,Local,Rose,City University of New York,133893536,Cleared,5000,CUNY,College of Staten Island - Small Business Development Center,,,,NY,,"Funds will support administrative, staffing and operation costs associated with expanding The Staten Island Small Business Development Center's program in the underserved immigrant and minority population in the SI North Shore market.",,,,,,,,,,,
FY20 00957,2020,Local,Louis,City University of New York,133893536,Cleared,5000,CUNY,Continuing Professional Studies (CPS) Adult Literacy Program,,,,NY,,Funds to support the Continuing Professional Studies (CPS) Adult Literacy program.,,,,,,,,,,,
FY20 01019,2020,Local,Perkins,City University of New York,133893536,Cleared,9000,CUNY,Council District 9,,,,NY,,Creative Arts Team Program at CUNY.,,,,,,,,,,,
FY20 00992,2020,Local,Rosenthal,City University of New York,133893536,Cleared,5000,CUNY,CUNY CAT High School Program,,,,NY,,Funds to support arts programming in Council District 6 public high schools.,,,,,,,,,,,
FY20 00970,2020,Local,Levine,City University of New York,136400434,Cleared,7500,CUNY,CUNY Citizenship Now!,,,,,,To fund legal services assistance in the Council District 7.,,,,,,,,,,,
FY20 00991,2020,Local,Cohen,City University of New York,136400434,Cleared,10000,CUNY,CUNY Citizenship Now!,,,,,,To fund CUNY Citizenship Now! Program in Council District 11.,,,,,,,,,,,
FY20 00955,2020,Local,Perkins,City University of New York,133893536,Cleared,10000,CUNY,CUNY Creative Arts Team - Council District 9,,,,NY,,Funding to support drama inspired learning program for Council District 9 constituents.,,,,,,,,,,,
FY20 00997,2020,Local,Koslowitz,City University of New York,133893536,Cleared,3000,CUNY,CUNY Creative Arts Team Dropout Prevention,,,,NY,,To support dropout prevention through workshops in Council District 29.,,,,,,,,,,,
FY20 00964,2020,Local,Cornegy,City University of New York,133893536,Cleared,5000,CUNY,CUNY Creative Arts Team Educational Workshops,,,,NY,,"Funds will support interactive educational workshops for students, parents and teachers including the topic of College Readiness.",,,,,,,,,,,
FY20 01002,2020,Local,Gibson,City University of New York,133893536,Cleared,10000,CUNY,CUNY Creative Arts Team Educational Workshops,,,,NY,,"Funds will support interactive educational workshops for Council District 16 students, parents and teachers in Early Childhood Literacy, Teaching Tolerance, and College Readiness programs.",,,,,,,,,,,
FY20 01006,2020,Local,Constantinides,City University of New York,133893536,Cleared,5000,CUNY,CUNY Creative Arts Team Interactive Educational Workshop,,,,NY,,Funds will be used to defray the cost of running an in-school arts program in a Council District 22 school.,,,,,,,,,,,
FY20 00958,2020,Local,Louis,City University of New York,133893536,Cleared,3000,CUNY,CUNY Creative Arts Team Youth Theatre,,,,NY,,Funds to support the CUNY Creative Arts Team Youth Theatre.,,,,,,,,,,,
FY20 00954,2020,Local,Powers,City University of New York,133893536,Cleared,5000,CUNY,"CUNY Graduate Center - ""GC Presents"" Series",,,,NY,,"Funding will support the free admission public program series ""GC Presents.""",,,,,,,,,,,
FY20 00956,2020,Local,Perkins,City University of New York,133893536,Cleared,10000,CUNY,CUNY Graduate Center - Advanced Science Research Center - School Visits,,,,NY,,To promote interest in Advance Science through school visits.,,,,,,,,,,,
FY20 00968,2020,Local,Kallos,City University of New York,133893536,Cleared,17500,CUNY,CUNY School of Law - Legal Clinics,,,,NY,,To support free legal clinics in City Council District 5 for residents twice monthly for housing and one monthly for small claims noticed through Council District 5 monthly newsletter and website.,,,,,,,,,,,
FY20 00998,2020,Local,Koo,City University of New York,133893536,Cleared,4000,CUNY,CUNY School of Law - Legal Services,,,,NY,,"To support legal services including advice and assistance in the areas of elder care, consumer and debt, foreclosures, immigrant, small business, family law, tenant issues, etc.",,,,,,,,,,,
FY20 01003,2020,Local,Diaz,City University of New York,133893536,Cleared,10000,CUNY,CUNY School of Law - Legal Services,,,,NY,,"To provide legal services to immigrants, low-and middle-income populations, and other underserved communities, on foreclosure, elder care issues, immigration, tenant issues, family law, consumer and debt issues, and wills.",,,,,,,,,,,
FY20 01000,2020,Local,Grodenchik,City University of New York,133893536,Cleared,11000,CUNY,CUNY School of Law - Legal Services,,,,NY,,To support legal services within Council District 23.,,,,,,,,,,,
FY20 00967,2020,Local,Cabrera,City University of New York,133893536,Cleared,30000,CUNY,CUNY School of Law - Legal Services,,,,NY,,Funding will support legal services including advice and assistance in Council District 14.,,,,,,,,,,,
FY20 01010,2020,Local,Adams,City University of New York,133893536,Cleared,40000,CUNY,CUNY School of Law - Legal Services - Council District 28,,,,NY,,To support legal services including information and consultations in Council District 28.,,,,,,,,,,,
FY20 01008,2020,Local,Constantinides,City University of New York,133893536,Cleared,7000,CUNY,CUNY School of Law - The Center for Urban Environmental Reform,,,,NY,,Funds will be used to support environmental education programming to various schools in Council District 22.,,,,,,,,,,,
FY20 00953,2020,Local,Speaker,City University of New York,133893536,Cleared,100000,CUNY,Hunter College - LGBT Social Science and Public Policy,,,,NY,,"To provide funding support for the Lesbian, Gay, Bisexual, and Transgender Social Science and Public Policy Center at Hunter College.",,,,,,,,,,,
FY20 00963,2020,Local,Cornegy,City University of New York,136400434,Cleared,10000,CUNY,Immigrant Legal Services,,,,,,"Funding to support the provision of immigrant legal services, community citizenship events and Know Your Rights education.",,,,,,,,,,,
FY20 00962,2020,Local,Brannan,City University of New York,133893536,Cleared,5000,CUNY,John Jay College of Criminal Justice - Public Performances,,,,NY,,Funds support the Community Performance and Visual Arts Spotlight series.,,,,,,,,,,,
FY20 00993,2020,Local,Rosenthal,City University of New York,133893536,Cleared,5000,CUNY,John Jay College of Criminal Justice - Spotlight Series,,,,NY,,"Funds support community programs, including the Spotlight Series.",,,,,,,,,,,
FY20 00986,2020,Local,Dromm,City University of New York,136400434,Cleared,15500,CUNY,La Guardia Community College - Wagner Archives,,,,,,To fund maintenance of New York City Council Collection.,,,,,,,,,,,
FY20 01012,2020,Local,Speaker,City University of New York,136400434,Cleared,50000,CUNY,LaGuardia and Wagner Archives,,,,,,To fund the LGBTQ Public History Project.,,,,,,,,,,,
FY20 01014,2020,Local,Speaker,City University of New York,136400434,Cleared,150000,CUNY,LaGuardia and Wagner Archives,,,,,,To provide funding for the maintenance of New York City Council Collection.,,,,,,,,,,,
FY20 00985,2020,Local,Koo,City University of New York,136400434,Cleared,5000,CUNY,LaGuardia and Wagner Archives - New York City Council Collection,,,,,,To support the New York City Council Collection at LaGuardia Community College.,,,,,,,,,,,
FY20 01009,2020,Local,Cohen,City University of New York,133893536,Cleared,10000,CUNY,Lehman College - Stages Summerworx Festival,,,,NY,,Funds will be used to support expenses related to the Lehman Stages Summerworx festival.,,,,,,,,,,,
FY20 00961,2020,Local,Barron,City University of New York,133893536,Cleared,20000,CUNY,Medgar Evers College - Brooklyn Pipeline Educational Program,,,,NY,,Funding to support operating expense costs for MEC Brooklyn Pipeline Educational Programming.,,,,,,,,,,,
FY20 00960,2020,Local,Barron,City University of New York,133893536,Cleared,10000,CUNY,Medgar Evers College - Center for Black Literature,,,,NY,,Funding to support operating expense costs for community literary arts programming.,,,,,,,,,,,
FY20 01017,2020,Local,Speaker,City University of New York,133893536,Cleared,50000,CUNY,Medgar Evers College - Center for Black Literature,,,,NY,,Funds will be used to improve students’ literacy by exposing them to Black and Latino writers and to a range of literary texts produced by Black and Latino writers.,,,,,,,,,,,
FY20 01018,2020,Local,Speaker,City University of New York,133893536,Cleared,175000,CUNY,Medgar Evers College - CUNY Pipeline Program,,,,NY,,Funds will support the operating costs incurred with Medgar Evers College's Pipeline Program/ Parent Academy.,,,,,,,,,,,
FY20 01011,2020,Local,Speaker,City University of New York,133893536,Cleared,50000,CUNY,Medgar Evers College - Law and Social Justice Racial Justice Advocates Project,,,,NY,,"Funding to support conducting community trainings at community meetings, adult education programs and colleges, community based organizations and faith based organizations.",,,,,,,,,,,
FY20 00966,2020,Local,Miller,City University of New York,133893536,Cleared,10000,CUNY,Milton G. Bassin Performing Arts Center,,,,NY,,Funding will support general operating costs for York College's Performing Arts Center.,,,,,,,,,,,
FY20 00999,2020,Local,Koo,City University of New York,133893536,Cleared,5000,CUNY,Queens College - Asian American Community Project,,,,NY,,"To support programmatic and operational costs of a year-long project to increase college students’ awareness of local Asian American communities by engaging them in civic participation, community activities, and organizations.",,,,,,,,,,,
FY20 01001,2020,Local,Grodenchik,City University of New York,133893536,Cleared,7500,CUNY,Queens College - CERRU Fellowship,,,,NY,,Funding to support operating expenses of CERRU programming and events.,,,,,,,,,,,
FY20 01007,2020,Local,Constantinides,City University of New York,133893536,Cleared,5000,CUNY,Queens College - Greek Studies Program,,,,NY,,Funding will be used to support Byzantine and Modern Greek cultural programming and studies.,,,,,,,,,,,
FY20 00996,2020,Local,Lancman,City University of New York,133893536,Cleared,5000,CUNY,Queens College - Taft Institute for Government,,,,NY,,Funding to support establishing a community-based project to develop a new curriculum for teaching immigration to high school students.,,,,,,,,,,,
FY20 10559,2020,Local,Koslowitz,City University of New York,133893536,Cleared,10000,CUNY,Queens College - Urban Studies Department,,,,NY,,"To provide funding support for a needs assessment that will include land use, transportation, gentrification and infrastructure implications. Resources will be used to engage students in the Urban Studies Department at Queens College.",,,,,,,,,,,
FY20 00989,2020,Local,Dromm,City University of New York,136400434,Cleared,5000,CUNY,Queensborough Community College  - QPAC Saturday Gotta Dance,,,,,,To fund dance workshops that combine fitness with a theatrical component.,,,,,,,,,,,
FY20 00981,2020,Local,Grodenchik,City University of New York,136400434,Cleared,10000,CUNY,Queensborough Community College - After School Enrichment Program,,,,,,To help fund a series of After-School Performance Workshops.,,,,,,,,,,,
FY20 00977,2020,Local,Koslowitz,City University of New York,136400434,Cleared,5000,CUNY,Queensborough Community College - Annual Holocaust Freedom Seder,,,,,,To support the Annual Holocaust Freedom Seder program.,,,,,,,,,,,
FY20 00979,2020,Local,Koo,City University of New York,136400434,Cleared,3000,CUNY,Queensborough Community College - Art Gallery,,,,,,"To support QCC Art Gallery’s new exhibition, Goya: A Painter in his Formative Years (1759-1775).",,,,,,,,,,,
FY20 00980,2020,Local,Koo,City University of New York,136400434,Cleared,5000,CUNY,Queensborough Community College - Asian Social Justice Internship Program,,,,,,To fund the Asian Social Justice Internship program.,,,,,,,,,,,
FY20 00959,2020,Local,Ulrich,City University of New York,136400434,Cleared,5000,CUNY,Queensborough Community College - Children’s Book Club and Performance Series,,,,,,"Funds support QPAC’s Children’s Book Club and Performance series, involving an in-class book club program and theatrical performances for Queens's children in Council District 32.",,,,,,,,,,,
FY20 00990,2020,Local,Constantinides,City University of New York,136400434,Cleared,3000,CUNY,Queensborough Community College - Concert Program,,,,,,Funding will be used to support concert programming that is free and available to all.,,,,,,,,,,,
FY20 00973,2020,Local,Lancman,City University of New York,136400434,Cleared,7500,CUNY,Queensborough Community College - Concerts - Council District 24,,,,,,Funding will go towards concerts within Council District 24.,,,,,,,,,,,
FY20 00965,2020,Local,Miller,City University of New York,136400434,Cleared,8000,CUNY,Queensborough Community College - Free Hour Workshops,,,,,,Funding will support a series of Free-Hour Workshops in which QCC Students learn dance and/or musical theater techniques from professionals and Broadway performers.  Funding will also support performances at Allen Senior Center.,,,,,,,,,,,
FY20 00974,2020,Local,Lancman,City University of New York,136400434,Cleared,10000,CUNY,Queensborough Community College - Kupferbeg Holocaust Center,,,,,,Funding to support the Kupferberg Holocaust Center at Queensborough Community College.,,,,,,,,,,,
FY20 00983,2020,Local,Grodenchik,City University of New York,136400434,Cleared,15000,CUNY,Queensborough Community College - Kupferberg Holocaust Resource Center & Archives,,,,,,"To support the Kupferberg Holocaust Resource Center and Archives (KHRCA) to research, write, design, print, display and share exhibit programs.",,,,,,,,,,,
FY20 00988,2020,Local,Dromm,City University of New York,136400434,Cleared,7500,CUNY,Queensborough Community College - LGBT Program,,,,,,To fund LGBT-themed art and culture exhibit or presentation.,,,,,,,,,,,
FY20 00976,2020,Local,Koslowitz,City University of New York,136400434,Cleared,12000,CUNY,Queensborough Community College - Loyalty Program,,,,,,To support QPAC's events in Council District 29 and the Senior Loyalty Program which provides accessible and affordable world-class entertainment to students and community members.,,,,,,,,,,,
FY20 00975,2020,Local,Lancman,City University of New York,136400434,Cleared,10000,CUNY,Queensborough Community College - Programs & Workshops,,,,,,Funding to support cultural programs accessible to Queens's residents through After School Performance Workshops provided by professionals for students in local schools.,,,,,,,,,,,
FY20 00978,2020,Local,Koo,City University of New York,136400434,Cleared,7500,CUNY,Queensborough Community College - QPAC Senior Loyalty Program,,,,,,"To fund the Senior Loyalty program, which funds theatre trips and musical programs to be presented at senior centers, including the Latimer Gardens Senior Center and North Flushing Senior Center.",,,,,,,,,,,
FY20 00984,2020,Local,Holden,City University of New York,136400434,Cleared,1500,CUNY,Queensborough Community College - Senior Loyalty Program,,,,,,"Funds to be used for the senior loyalty program, performances in senior centers and programming with schools in Council District 30.",,,,,,,,,,,
FY20 00972,2020,Local,Vallone,City University of New York,136400434,Cleared,7500,CUNY,Queensborough Community College - Senior Loyalty Program,,,,,,Funding will be used to support QPAC’s Senior Loyalty program.,,,,,,,,,,,
FY20 01013,2020,Local,Speaker,City University of New York,136400434,Cleared,100000,CUNY,Queensborough Community College - Senior Loyalty Program,,,,,,To provide funding support for the Senior Loyalty Program.,,,,,,,,,,,
FY20 00971,2020,Local,Vallone,City University of New York,136400434,Cleared,5000,CUNY,Queensborough Community College - Student Fellow Program,,,,,,"Funding will help support various exhibits, education initiatives, community engagement programs and the student fellowship program.",,,,,,,,,,,
FY20 00987,2020,Local,Dromm,City University of New York,136400434,Cleared,5000,CUNY,Queensborough Community College - Student Fellow Program,,,,,,To support the Kupferberg Holocaust Center Student Fellowship program.,,,,,,,,,,,
FY20 06870,2020,Peter F. Vallone Academic Scholarship,,City University of New York,133893536,Cleared,16293469,CUNY,Peter F. Vallone Academic Scholarship,,,,NY,,This allocation provides scholarships to eligible CUNY and FIT students during the 2019-2020 academic year.,,,,,,,,,,,
FY20 10566,2020,Speaker's Initiative,,City University of New York,133893536,Cleared,25000,CUNY,Queens College - Urban Studies Department,,,,NY,,"To research community issues including land use, transportation, gentrification and infrastructure implications throughout Queens.",,,,,,,,,,,
FY20 07984,2020,Veterans Community Development,,City University of New York,133893536,Cleared,250000,CUNY,Return and Opportunity Program,,,,NY,,"Funding allocated to CUNY for the Project for Return and Opportunity Program, which aids veterans studying at CUNY in navigating GI benefits and facilitating their transition into student life.",,,,,,,,,,,
FY20 07958,2020,Worker Cooperative Business Development Initiative,,City University of New York,133893536,Cleared,172470,CUNY,CUNY School of Law - Legal Services,,,,NY,,"To support the creation of jobs in worker cooperatives by coordinating education and training resources and by providing technical, legal, and financial assistance. The initiative funds a comprehensive citywide effort to reach cooperative entrepreneurs, provide for the start-up of new worker cooperative small businesses, and provide assistance to existing cooperatives. The initiative offers workforce development and concrete skills for unemployed, underemployed and discouraged workers in high-needs neighborhoods.",,,,,,,,,,,
FY20 06290,2020,Educational Programs for Students,,City University of New York,136400434,Cleared,1000000,CUNY,STEM Institute - City College,,,,,,This allocation will support the STEM Institute for public school students at City College.,,,,,,,,,,,
FY21 05173,2021,Access to Food and Nutritional Education,,City University of New York,133893536,Cleared,1000000,CUNY,,695 Park Avenue,,New York,NY,10065,"This funding supports programs that expand access to healthy food and improve understanding of nutrition and wholesome food choices, while engaging communities to make positive changes related to food and lifestyle to improve health outcomes. Efforts include farmers markets, urban farms, community gardens, programs to expand the use of SNAP benefits for healthier, less processed food, and educational workshops and training programs. Funding of $388,750 is awarded to Council on the Environment (GrowNYC) and $145,000 to Harvest Home Farmer’s Market to support farmers markets, youth markets, fresh food box programs, efforts to increase the use of SNAP and other food benefits at markets, and workshops and training programs. Funding of $725,000 supports five community-based organizations with programs to foster healthier communities. Funding of $1 million supports the continuation of the pilot program at CUNY to increase food access for food insecure CUNY students.",,,MANHATTAN,40.768973,-73.965367,108,4,120,1081419,1014030001,Upper East Side-Carnegie Hill
FY21 04917,2021,Adult Literacy Initiative,,City University of New York,136400434,Cleared,42500,CUNY,Borough of Manhattan Community College Adult Literacy Initiative,,,,,,"To support basic literacy, English for Speakers of Other Languages, and High School Equivalency classes, as well as civics education classes, for adults who cannot read, write or speak English, in addition to funding support services such as counseling and case management.",,,,,,,,,,,
FY21 04918,2021,Adult Literacy Initiative,,City University of New York,136400434,Cleared,85000,CUNY,Bronx Community College Adult Literacy Initiative,,,,,,"To support basic literacy, English for Speakers of Other Languages, and High School Equivalency classes, as well as civics education classes, for adults who cannot read, write or speak English, in addition to funding support services such as counseling and case management.",,,,,,,,,,,
FY21 04919,2021,Adult Literacy Initiative,,City University of New York,136400434,Cleared,85000,CUNY,LaGuardia Community College Adult Literacy Initiative,,,,,,"To support basic literacy, English for Speakers of Other Languages, and High School Equivalency classes, as well as civics education classes, for adults who cannot read, write or speak English, in addition to funding support services such as counseling and case management.",,,,,,,,,,,
FY21 01026,2021,Local,Grodenchik,City University of New York,133893536,Cleared,7500,CUNY,Queens College - CERRU Fellowship,695 Park Avenue,,New York,NY,10065,Funding to support operating expenses of CERRU programming and events.,,,MANHATTAN,40.768973,-73.965367,108,4,120,1081419,1014030001,Upper East Side-Carnegie Hill
FY21 04920,2021,Adult Literacy Initiative,,City University of New York,133893536,Cleared,63750,CUNY,Medgar Evers College Adult Literacy Initiative,695 Park Avenue,,New York,NY,10065,"To support basic literacy, English for Speakers of Other Languages, and High School Equivalency classes, as well as civics education classes, for adults who cannot read, write or speak English, in addition to funding support services such as counseling and case management.",,,MANHATTAN,40.768973,-73.965367,108,4,120,1081419,1014030001,Upper East Side-Carnegie Hill
FY21 04921,2021,Adult Literacy Initiative,,City University of New York,133893536,Cleared,85000,CUNY,NYC City College of Technology Adult Literacy Initiative,695 Park Avenue,,New York,NY,10065,"To support basic literacy, English for Speakers of Other Languages, and High School Equivalency classes, as well as civics education classes, for adults who cannot read, write or speak English, in addition to funding support services such as counseling and case management.",,,MANHATTAN,40.768973,-73.965367,108,4,120,1081419,1014030001,Upper East Side-Carnegie Hill
FY21 01010,2021,Anti-Poverty,Cornegy,City University of New York,133893536,Cleared,15000,CUNY,CUNY School of Law - Legal Services,695 Park Avenue,,New York,NY,10065,Funds will be used to support legal services including advice and assistance in Council District 36.,,,MANHATTAN,40.768973,-73.965367,108,4,120,1081419,1014030001,Upper East Side-Carnegie Hill
FY21 09067,2021,Anti-Poverty,Barron,City University of New York,133893536,Cleared,20000,CUNY,Medgar Evers College - Brooklyn Pipeline Educational Program,695 Park Avenue,,New York,NY,10065,Funding to support operating expense costs for MEC Brooklyn Pipeline Educational Programming.,,,MANHATTAN,40.768973,-73.965367,108,4,120,1081419,1014030001,Upper East Side-Carnegie Hill
FY21 01013,2021,Boroughwide Needs Initiative,Brooklyn Delegation,City University of New York,133893536,Cleared,5000,CUNY,John Jay College of Criminal Justice - Live Performances & Film Series,695 Park Avenue,,New York,NY,10065,Funding to support live performances and film series.,,,MANHATTAN,40.768973,-73.965367,108,4,120,1081419,1014030001,Upper East Side-Carnegie Hill
FY21 01037,2021,Boroughwide Needs Initiative,Queens Delegation,City University of New York,136400434,Cleared,45000,CUNY,Queensborough Community College - Kupferberg Holocaust Center,,,,,,To support both the Kupferberg Holocaust Center and QPAC's programming and services.,,,,,,,,,,,
FY21 06155,2021,Create New Technology Incubators,,City University of New York,133893536,Cleared,425000,CUNY,Create New Technology Incubators: College of Staten Island,695 Park Avenue,,New York,NY,10065,"This initiative supports new technology incubators and also supports the operation of existing incubators in the outer boroughs. These incubators will provide various types of support to technology start-ups and entrepreneurs, and help promote future growth of the technology sector.",,,MANHATTAN,40.768973,-73.965367,108,4,120,1081419,1014030001,Upper East Side-Carnegie Hill
FY21 06156,2021,Create New Technology Incubators,,City University of New York,133893536,Cleared,382500,CUNY,Create New Technology Incubators: Lehman College,695 Park Avenue,,New York,NY,10065,"This initiative supports new technology incubators and also supports the operation of existing incubators in the outer boroughs. These incubators will provide various types of support to technology start-ups and entrepreneurs, and help promote future growth of the technology sector.",,,MANHATTAN,40.768973,-73.965367,108,4,120,1081419,1014030001,Upper East Side-Carnegie Hill
