MOCS ID,Fiscal Year,Source,Council Member,Legal Name of Organization,EIN,Status,amount,Agency,Program Name,Address,Address 2 (optional),City,State,Postcode,Purpose of Funds,Fiscal Conduit Name,FC EIN,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
FY16 1928,2016,Youth,Chin,"Hamilton-Madison House, Inc.",135562412,Cleared,13000,DYCD,,253 South Street,,New York,New YorkNY,10002,Funds will be used to partially cover costs of piano and violin lessons for low-income students in Lower Manhattan.,,,MANHATTAN,40.710001,-73.990553,3,1,6,1085945,1002480015,Lower East Side
FY16 4340,2016,Local,Borelli,"Staten Island Zoological Society, Inc.",135680691,Cleared,10000,DCLA,,614 Broadway,,Staten Island,New YorkNY,10310,"Funding will be used to provide and support operations and programs of the zoological park including children's exhibits, and educational programs (zoology, natural history, animal care) for all.",,,STATEN IS,40.625592,-74.114611,1,49,125,5106733,5003140070,West New Brighton-New Brighton-St. George
FY16 1550,2016,Local,Speaker,"Fifth Avenue Committee, Inc.",112475743,Cleared,25000,DYCD,,621 DeGraw Street,,Brooklyn,NY,11217,"To support the following community development programs: Eviction Prevention and Tenant Advocacy by providing case management and assistance in Housing Court to low-income tenants facing harassment from landlords. FACs Adult Education  Literacy Programs offer classes in Adult Basic Education (ABE, ESOL, GED and Basic Computer Skills. FAC Benefits Access, Legal, Tax and Financial Counseling reaches poor New Yorkers, helping them access these needed services.",,,BROOKLYN,40.678948,-73.982857,6,33,119,3336109,3004200045,Park Slope-Gowanus
FY16 6190,2016,Neighborhood Development Grant Initiative,Chin,Chinatown District Management Association Inc,455491393,Cleared,22000,DSBS,,,,,,,"This initiative will help meet the need for neighborhood-level economic development, job creation and retention and community investment. Funds can be provided for any one of five purposes: Business Attraction and Retention, Merchant Organizing/Business Improvement District Formation, District Marketing/Local Tourism Initiatives, Placemaking/Plaza/Public Space, Activation/Public Art and Organizational Development/Project Management Support.",,,,,,,,,,,
FY16 0812,2016,Youth,Lancman,CHAZAQ Organization USA,462148352,Cleared,10000,DYCD,,144-02 69th Rd,,Flushing,New YorkNY,11367,"Funds will provide services for youth including counseling, homework help, recreation, sports, outings, social gatherings, games, and music.",,,QUEENS,40.730798,-73.823444,8,24,809,4143724,4066410002,Kew Gardens Hills
FY16 1148,2016,Local,Ulrich,"Corporal John Ruoff Post No. 632, American Legion, Inc.",116104896,Cleared,5000,DYCD,,91-11 101st Avenue,,Ozone Park,New YorkNY,11416,Funds will be used for operational expenses including utilities and supplies,"Citizens Committee for New York City, Inc.",510171818,QUEENS,40.683358,-73.84923,9,32,38,4188500,4090650030,Woodhaven
FY16 2146,2016,Local,Cumbo,Irondale Productions Inc.,133178772,Cleared,5000,DCLA,,85 South Oxford Street,,Brooklyn,New YorkNY,11217-1607,Funding will be used to support programs at Ft. Green Preparatory School in presentation skills for the Robotic/STEM team,,,BROOKLYN,40.686918,-73.973563,2,35,181,3059350,3021180011,Fort Greene
FY16 0881,2016,Local,Salamanca,"Chinese-American Planning Council, Inc.",136202692,Cleared,5000,DYCD,,150 Elizabeth St,,New York,New YorkNY,10012,"Funds will support Anti-Discrimination Clinics and engage youth in Bronx organizations (The Point, Brothas  Sistas United), schools (AECI Chrt HS, MAA, Pablo Neruda Acad, Brx Bridges),  LGBT program/center; to create city-wide coalition of youth committed to creating safe spaces, raise awareness, ending homophobia and other discrimination.",,,MANHATTAN,40.7203,-73.995083,2,1,41,1088390,1004787501,SoHo-TriBeCa-Civic Center-Little Italy
FY16 2170,2016,Aging,Miller,"Jamaica Service Program for Older Adults, Inc. (JSPOA)",510204121,Cleared,5000,DFTA,,92-47 165th Street,,Jamaica,New YorkNY,11433,"Expenses include parking fees for vans, gas and maintenance of our vehicles.",,,QUEENS,40.704457,-73.794108,12,27,444,4216225,4101550029,Jamaica
FY16 4963,2016,Cancer Initiative,,"Self-Help for Women with Breast or Ovarian Cancer (SHARE, Inc.)",133131914,Cleared,87000,DOHMH,,1501 Broadway Suite 704A,,New York,New YorkNY,10036,"This allocation supports various screening, education and supportive services for breast, colon, and ovarian cancer.",,,MANHATTAN,40.757103,-73.986193,5,3,119,1024706,1010150029,Midtown-Midtown South
FY16 5424,2016,Initiative to Address Sexual Assault,,St. Luke's-Roosevelt Hospital Center,132997301,Cleared,150000,MOCJ,,1111 Amsterdam Avenue,,New York,New YorkNY,10025,"This allocation represents a restoration of $300,000 mil and an enhancement of $300,000. Funding will support four community-based organizations that provide sexual assault related services and programs.",,,MANHATTAN,40.805841,-73.961751,9,7,20101,1056035,1018670001,Morningside Heights
FY16 0871,2016,Youth,Dickens,"Children's Village, Inc.",131739945,Cleared,5000,DYCD,,2090 Adam Clayton Powell Jr Blvd,,New York,New YorkNY,10027,"Funds support activities include education support, mentoring, a literacy club, sports programs, and a summer camp.  The requested funds will be used to pay for a portion of the youth Counselor in Training (CIT) stipends",,,MANHATTAN,40.808639,-73.948582,10,9,222,1058640,1019300030,Central Harlem South
FY16 2563,2016,Local,Speaker,Make the Road New York,113344389,Cleared,25000,DYCD,,92-10 Roosevelt Ave,,Jackson Heights,NY,11372,"MRNY provides ESOL, GED preparation, Citizenship courses to 1,000 immigrant adults each year, combining rigorous literacy instruction with workshops and trainings focused on the critical issues faced by our communities. The Adult Literacy Initiative funding, MRNY will build the skills of at least 170 of the city’s non-English speakers through ESOL, computer, citizenship preparation,  job skills training, offering 4 cycles of classes for a minimum of 6 hours a week per class in each of our 3 community centers.",,,QUEENS,40.748623,-73.874487,4,21,469,4038783,4015500020,Elmhurst
FY16 3145,2016,Local,Rodriguez,"New York City Outward Bound Center, Inc.",133471084,Cleared,5000,DOE,,2946 Northern Boulevard,,Long Island City,NY,11101-2813,"Funding would enable 80 incoming 6th graders from the Washington Heights Expeditionary Learning School to participate in a powerful multi-day, residential NYC Outward Bound course.",,,QUEENS,40.749947,-73.935851,1,26,171,4436695,4002390034,Hunters Point-Sunnyside-West Maspeth
FY16 4662,2016,Local,Treyger,"We Care New York, Inc",462357985,Cleared,2500,DYCD,,2227 East 1st Street,,Brooklyn,New YorkNY,11223-5143,We will use the funds to execute the Holiday Toy Delivery Program.,,,BROOKLYN,40.594225,-73.969963,15,47,388,3193799,3071530076,Homecrest
FY16 5026,2016,Community Consultants Contracts,,"Ridgewood Bushwick Senior Citizens Council, Inc.",112453853,Cleared,29730,HPD,,555 Bushwick Ave,6A,Brooklyn,New YorkNY,11206,"The Community Consultant Contract (CCC) initiative provides funding for the front-line anti-eviction/anti-displacement services that community groups provide. When a community resident is at risk of eviction, or when a constituent needs assistance with a housing case, they call the CCC-funded specialist at their local community group. These specialists are knowledgeable about a full range of available resources and use all applicable tools to keep New York City residents in housing they can afford. This initiative allows neighborhood-based groups to provide the following core housing services: tenant organization; code enforcement advocacy; housing court assistance; apartment repossession; and other housing-related public education.",,,BROOKLYN,40.699372,-73.935647,4,34,391,3071908,3031510012,Bushwick South
FY16 6527,2016,Domestic Violence and Empowerment (DoVE) Initiative,Mark-Viverito,Lsny Bronx Corporation,161759590,Cleared,16000,MOCJ,,40 Worth Street,Suite 606,New York,New YorkNY,10013,"This allocation represents a restoration of $4 million and an enhancement of $680,000. The allocation for the DoVE Initiative will support the neighborhood-based provision of domestic violence services in New York City. The funds will be used to support community-based organizations that provide prevention and empowerment workshops, comprehensive service referrals and legal advocacy to victims of domestic violence. Safe Horizon will administer this program and provide technical assistance to the providers.",,,MANHATTAN,40.717363,-74.006897,1,1,33,1001622,1001480015,SoHo-TriBeCa-Civic Center-Little Italy
FY16 2870,2016,Local,Dickens,"National Black Theatre Workshop, Inc.",132632596,Cleared,6000,DCLA,,2031-33 Fifth Avenue,New York,New York,New YorkNY,10035,"To support programs including plays by new African American playwrights, the collection of Yoruba New Sacred Art, youth outreach, a communications art program,  an entrepreneurial artist program and other programs,  allowing for substantial reductions in ticket prices.",,,MANHATTAN,40.806783,-73.941984,11,9,198,1054026,1017500001,East Harlem North
FY16 4023,2016,Anti-Poverty,Reynoso,SCO Family of Services,112777066,Cleared,5000,DYCD,,1 Alexander Place,,Glen Cove,New YorkNY,11542,To support programing for the residents of SCO's Agency Operated Boarding Homes (AOBH) at 74 Wilson Avenue and 306 Rodney Street.,,,,,,,,,,,
FY16 3358,2016,Local,Levin,Old Stone House of Brooklyn,113032836,Cleared,3500,DCLA,,336 Third Street,,Brooklyn,New YorkNY,11215,To support docent led education programs and teaching gardens.,,,BROOKLYN,40.673316,-73.984369,6,39,135,3021055,3009810001,Park Slope-Gowanus
FY16 3928,2016,Local,Grodenchik,"Ronald McDonald House of Long Island, Inc.",112764747,Cleared,10000,DYCD,,267-07 76th Avenue,,New Hyde Park,New YorkNY,11040,Funding to support the operating costs of associated the building (including utility costs).,,,QUEENS,40.751732,-73.708639,13,23,155102,4439537,4085200002,Glen Oaks-Floral Park-New Hyde Park
FY16 6621,2016,Hepatitis B/C,,"Community Healthcare Network, Inc.",133083068,Cleared,53880,DOHMH,,79 Madison Avenue,,New York,NY,10016,This allocation will fund the training of local health providers to test for Hepatitis B and C to fund outreach and screening by DOHMH and local community-based organizations (CBOs) to encourage testing for Hepatitis; and to support linkages to culturally competent care for those diagnosed with hepatitis B or C.,,,MANHATTAN,40.744096,-73.985619,5,2,74,1016900,1008580022,Midtown-Midtown South
FY16 5778,2016,NYC Digital Inclusion and Literacy Initiative,Vacca,"Older Adults Technology Services (OATS), Inc.",550882599,Cleared,20000,DYCD,,168 7th Street,Suite 3A,Brooklyn,NY,11215,"This allocation represents a restoration of $750,000 from Fiscal 2015, as well as an enhancement of $270,000. The NYC Digital Inclusion and Literacy Initiative seeks to address disparities in access to the Internet and increase digital literacy across the City, with programs available in every Council District.",,,BROOKLYN,40.673221,-73.991168,6,39,121,3021771,3009960021,Park Slope-Gowanus
FY16 0552,2016,Youth,Cumbo,Brooklyn Children's Museum,112495664,Cleared,5000,DYCD,,145 Brooklyn Avenue,,Brooklyn,New YorkNY,11213,"Funding will be used to support the Museum Team program which, provides free after school programming to 250 children and youth in grades K-12.",,,BROOKLYN,40.674773,-73.944464,8,36,341,3031049,3012290001,Crown Heights North
FY16 5668,2016,Cultural After-School Adventure (CASA),Cabrera,"Marquis Studios, Ltd.",133047206,Cleared,20000,DCLA,Public School 360X,45 Main Street,Suite 616,Brooklyn,New YorkNY,11201,This funding supports after-school programs that are in partnership with cultural programs and institutions to provide arts enrichment citywide.,,,BROOKLYN,40.702799,-73.990677,2,33,21,3329423,3000370001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
FY16 7679,2016,HIV/AIDS Faith Based Initiative,Brooklyn Delegation,Mount Carmel Youth Development Corporation,113598975,Cleared,6400,DOHMH,,,,,,,"This allocation represents funding for prevention, education, outreach, advocacy, and support services. This funding is directed to local religious institutions and community-based organizations that demonstrate an ability to engage vulnerable populations and to connect them to care.",,,,,,,,,,,
FY16 7630,2016,Parks Equity Initiative,Dromm,"Horticultural Society of New York, Inc.",130854930,Cleared,24000,DPR,,"148 West 37th Street, 13th Floor",,New York,NY,10018,Funds will be used to purchase and install tree guards.,,,MANHATTAN,40.752465,-73.988237,5,3,109,1015249,1008120069,Midtown-Midtown South
FY16 3776,2016,Local,Dromm,"Queensborough Community College Auxiliary Enterprise Association, Inc.",112037770,Cleared,5000,CUNY,,222-05 56th Avenue,,Bayside,New YorkNY,11364,"To support a student internship program at the Harriet Kenneth Kupferberg Holocaust Resource Center and Archives (KHRCA) at Queensborough Community College, CUNY's internship program.",,,QUEENS,40.75349,-73.757957,11,23,138501,4439440,4074900002,Oakland Gardens
FY16 2963,2016,Local,Levin,New York Board of Rabbis,131809283,Cleared,2500,DYCD,,136 East 39th Street,4th Floor,New York,New YorkNY,10016-0914,"To support the Stewards of Children education program, a 2.5 hour training that teaches adults how to prevent, recognize and react responsibly to child sexual abuse and molestation.",,,MANHATTAN,40.749408,-73.977133,6,4,80,1019156,1008940061,Murray Hill-Kips Bay
FY16 2224,2016,Aging,King,Jewish Association for Services for the Aged (JASA),132620896,Cleared,7182,DFTA,,247 West 37th Street,9th fl,New York,New YorkNY,10018,"To support Grandparent Connection Program (GPC), providing support groups, educational and social activities, respite for elderly kin, and activities for children. Cover the costs of classes such as physical fitness and crafts, entertainment at parties, cultural arts programming, recreational outings, and refreshments at special events.",,,MANHATTAN,40.753475,-73.990594,5,3,109,1014454,1007870011,Midtown-Midtown South
FY16 6120,2016,"Anti-Gun Violence   - School Based Conflict Mediation (Formerly Known as Violence Prevention, Conflict Mediation, and Youth Development)",,"New York Peace Institute, Inc.",451964622,Cleared,80000,DOE,,111 John Street Suite 600,,New York,New YorkNY,10038,"This allocation provides funding for school-based conflict mediation, violence prevention, and youth development programs.",,,MANHATTAN,40.707671,-74.005764,1,1,1502,1001167,1000750030,Battery Park City-Lower Manhattan
FY16 2048,2016,Youth,Grodenchik,"Hollis Bellaire Queens Village Bellerose Athletic Association, Inc.",237204542,Cleared,5000,DYCD,,85-54 Little Neck Pkwy,,Floral Park,New YorkNY,11001,"To support the youth sports including baseball and softball recreational programs by providing supplies, equipment, and uniforms.",,,QUEENS,40.732902,-73.711727,13,23,157101,4175854,4086210027,Bellerose
FY16 2401,2016,Youth,Ferreras-Copeland,"Latin American Cultural Center of Queens, Inc.",112997255,Cleared,5000,DYCD,,120-55 Queens Blvd Room 333,,Kew Gardens,New YorkNY,11424,"To support afterschool programming designed to develop fundamental skills and techniques in mediums such as drawing, sketching, sculpting and painting.",,,QUEENS,40.713329,-73.828601,9,29,216,4052812,4022740002,Kew Gardens
FY16 2954,2016,Local,Levine,"New York African Chorus Ensemble, Inc.",201090906,Cleared,5000,DCLA,,515 West 151st Street,Suite 2W,New York,New YorkNY,10031-2216,Funding to support the operational costs associated with NYC Multicultural Festival and concerts in District 7,,,MANHATTAN,40.829319,-73.945516,9,7,237,1062187,1020830025,Hamilton Heights
FY16 3085,2016,Local,Dickens,New York City Housing Authority,136400434,Cleared,3500,NYCHA,Saint Nicholas Senior Center,Annette Emrick,90 Church Street 5 Floor,Manhattan,New YorkNY,10007,"Funding will provide computer training, and informative resources on housing, senior services, social security benefits and much more.",,,,,,,,,,,
FY16 6541,2016,Domestic Violence and Empowerment (DoVE) Initiative,Mendez,Henry Street Settlement,131562242,Cleared,45000,MOCJ,,265 Henry Street,,New York,New YorkNY,10002-4808,"This allocation represents a restoration of $4 million and an enhancement of $680,000. The allocation for the DoVE Initiative will support the neighborhood-based provision of domestic violence services in New York City. The funds will be used to support community-based organizations that provide prevention and empowerment workshops, comprehensive service referrals and legal advocacy to victims of domestic violence. Safe Horizon will administer this program and provide technical assistance to the providers.",,,MANHATTAN,40.713857,-73.984532,3,1,202,1079627,1002880078,Lower East Side
FY16 4665,2016,Local,Rosenthal,"Wellness in the Schools, Inc.",251919494,Cleared,5000,DYCD,,PO Box 250832,,New York,New YorkNY,10025,Help fund  WITS Cook for Kids and/or Coach for Kids programs,,,,,,,,,,,
FY16 1698,2016,Local,Levine,"Friends of the High Line, Inc.",311734086,Cleared,5000,DYCD,,820 Washington Street,The Diller – von Furstenberg Building,New York,New YorkNY,10014-1406,"To support Friends of the High Line Inc.'s education program, which seeks to unlock the High Line's unique educational resources for New York City youth from all backgrounds through initiatives such as field trips that will be offered free of charge to students at schools in District 7.",,,MANHATTAN,40.739587,-74.008036,2,3,79,1089240,1006440010,West Village
FY16 0060,2016,Local,Dromm,Adhikaar For Human Rights And Social Justice,203384725,Cleared,9500,DYCD,,71-07 Woodside Avenue,,Woodside,New YorkNY,11377,To fund English for Empowerment classes for NYC Nepali-speaking community.,,,QUEENS,40.742642,-73.893585,2,26,265,4030651,4013110084,Elmhurst-Maspeth
FY16 2144,2016,Anti-Poverty,Dickens,"Iris House - A Center For Women Living with HIV/AIDS, Inc.",133699201,Cleared,5000,DOHMH,,2348 Adam Clayton Powell Jr Blvd,,New York,New YorkNY,10030-2301,"Funds will support  meals, health education in healthy eating specifically for who are impoverished with HIV/AIDS Each meal includes the costs of food, preparation, utensils, staffing and service.",,,MANHATTAN,40.816958,-73.942506,10,9,228,1060221,1020230033,Central Harlem North-Polo Grounds
FY16 4416,2016,Youth,Maisel,Temple Sholom of Flatbush,111875161,Pending,5000,DYCD,,2075 EAST 68TH STREET,,BROOKLYN,New YorkNY,11234,"To support an after school program including supplies, arts and crafts, carnival games, sports supplies for the community youth.",Bergen Basin Community Development Corporation d/b/a Millennium Development,113199040,BROOKLYN,40.618864,-73.910226,18,46,69602,3237201,3084090001,Georgetown-Marine Park-Bergen Beach-Mill Basin
FY16 4154,2016,Anti-Poverty,Barron,"Soul Tigers Marching Band, Inc.",110615740,Cleared,30000,DYCD,,301 Vermont St,,Brooklyn,New YorkNY,11207,"Funds are intended to be used for Soul Tigers Marching Band Programming. Funds will go towards permits for practice space, instruments, capacity building, salaries, travel expenses, trips, stipends, supplies, buses, band supplies.",,,BROOKLYN,40.671987,-73.893896,5,42,1144,3083931,3037400001,East New York (Pennsylvania Ave)
FY16 2408,2016,Local,Levin,Leap Inc.,113111694,Cleared,4000,DYCD,,621 Degraw Street,,Brooklyn,New YorkNY,11217,To support the production assistant training program.,,,BROOKLYN,40.678948,-73.982857,6,33,119,3336109,3004200045,Park Slope-Gowanus
FY16 2942,2016,Local,Dickens,"New Heritage Theatre Group, Inc.",132683678,Cleared,6000,DCLA,,253 West 138th Street,wwwnewheritagetheatreorg,New York City,New YorkNY,10030,"To support plays, youth arts programs, writing programs, film programs and other cultural and educational programs of the Repertory theater.",,,MANHATTAN,40.81812,-73.944398,10,9,230,1060272,1020240009,Central Harlem North-Polo Grounds
FY16 3553,2016,Local,Cornegy,"Pratt Area Community Council, Inc.",112451752,Cleared,10000,DSBS,,201 De Kalb Avenue,,BROOKLYN,New YorkNY,11205,"To provide general support for PACC financial counseling and education programs in central Brooklyn and to support costs needed to maintain a full-time financial counselor, outreach and marketing staff.",,,BROOKLYN,40.689566,-73.971524,2,35,183,3058528,3020900068,Fort Greene
FY16 3787,2016,Local,Gentile,R.C. Church of St. Patrick in Fort Hamilton,111631818,Cleared,5000,DYCD,,9511  4th Avenue,,Brooklyn,New YorkNY,11209,Funds will be used to purchase food for the food pantry.,,,BROOKLYN,40.615247,-74.03157,10,43,162,3329014,3061230028,Bay Ridge
FY16 2035,2016,Local,Dickens,"Historic Districts Council, Inc.",133389566,Cleared,5000,DCLA,,232 East 11th Street,,New York,New YorkNY,10003,To support three programs  to educate constituents on preservation and community development: an Annual Preservation Conference; Six to Celebrate Neighborhood Tours and Tour Booklets; and an Across New York Film Series.,,,MANHATTAN,40.730817,-73.987433,3,2,40,1006817,1004660025,East Village
FY16 2424,2016,Anti-Poverty,Miller,Legal Aid Society,135562265,Cleared,20000,DSS/HRA,,The Legal Aid Society,199 Water Street,New York,NY,10038,"Funding to support Citywide Civil Legal Services in District 27 including housing, education, foreclosure prevention, homeless rights, government benefits, health, employment, low-wage worker, immigration, family/domestic violence, law reform, consumer law, elder law, disability law, and community development work.",,,,,,,,,,,
FY16 5695,2016,Cultural After-School Adventure (CASA),Johnson,Girl Be Heard Institute,271848709,Cleared,20000,DCLA,Humanities Preparatory Academy,20 Jay St,Suite 210B,Brooklyn,New YorkNY,11201,This funding supports after-school programs that are in partnership with cultural programs and institutions to provide arts enrichment citywide.,,,BROOKLYN,40.704313,-73.986587,2,33,21,3000010,3000190001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
FY16 0525,2016,Local,Gentile,"Brooklyn Arts Council, Inc.",237072915,Cleared,3500,DCLA,,55 Washington Street,Suite 218,Brooklyn,New YorkNY,11201,"Funds will support Brooklyn Arts Councils operations and arts programs, programs and services for artists, cultural groups, and residents, arts in education programs, folk arts projects, career and professional development services, and community outreach programs that bring free-to-the-public arts to seniors.",,,BROOKLYN,40.70273,-73.989602,2,33,21,3000088,3000380001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
FY16 3999,2016,Local,Grodenchik,Sapna NYC,263124969,Cleared,3500,DOHMH,,2348 Waterbury Avenue 1ST Floor,,Bronx,New YorkNY,10462-5017,To support program costs and staff salaries for health initiatives for women in the South Asian community.,,,BRONX,40.83472,-73.846975,9,18,96,2027159,2038320031,Westchester-Unionport
FY16 6514,2016,Domestic Violence and Empowerment (DoVE) Initiative,Koslowitz,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",132738818,Cleared,45000,MOCJ,,120 Broadway,7th Floor,New York,New YorkNY,10271,"This allocation represents a restoration of $4 million and an enhancement of $680,000. The allocation for the DoVE Initiative will support the neighborhood-based provision of domestic violence services in New York City. The funds will be used to support community-based organizations that provide prevention and empowerment workshops, comprehensive service referrals and legal advocacy to victims of domestic violence. Safe Horizon will administer this program and provide technical assistance to the providers.",,,MANHATTAN,40.708546,-74.011041,1,1,7,1001026,1000477501,Battery Park City-Lower Manhattan
FY16 3649,2016,Local,Koo,"QSAC, Inc.",112482974,Cleared,5000,DOHMH,,253 W 35th Street,14th Fl,New York,New YorkNY,10001,"Funding to help supplement and enhance a variety of services to children and adults with autism, their families and caregivers; as well as staff training and purchasing of additional supplies and materials for participants at the After-School program at PS177Q.",,,MANHATTAN,40.752289,-73.991612,5,3,109,1014423,1007850011,Midtown-Midtown South
FY16 1484,2016,Local,Gentile,English Evangelical Lutheran Church of the Good Shepherd,111635100,Cleared,1000,DYCD,,7420 4th Avenue,,Brooklyn,New YorkNY,11209,"Funds will be used to pay an arts curator/consultant to design a gallery space in Good Shepherd's Soul Cafe, support hosting of shows on a regular basis, construct removable hanging display panels, install picture rail moulding, add dedicated lighting to highlight art, and to create materials to promote the space.","NIA Community Services Network, Inc.",112697931,BROOKLYN,40.631311,-74.024888,10,43,66,3148279,3059290038,Bay Ridge
FY16 2953,2016,Local,Dickens,"New York African Chorus Ensemble, Inc.",201090906,Cleared,5000,DCLA,,515 West 151st Street,Suite 2W,New York,New YorkNY,10031-2216,"To support the production of the “5th Annual Celebrate Diversity Celebrate You Festival"" showcasing and celebrating the diverse cultural communities in the City, educating and building tolerance.",,,MANHATTAN,40.829319,-73.945516,9,7,237,1062187,1020830025,Hamilton Heights
FY16 3242,2016,Local,Reynoso,New York Restoration Project,133959056,Cleared,5000,DYCD,,254 W 31st St,10th Floor,New York,New YorkNY,10001-2813,"To support NYRPs work in two community gardens in District 34: Madison Street Community Garden and Heckscher Children's Garden, including maintenance and materials.",,,MANHATTAN,40.749734,-73.993532,5,3,101,1014347,1007800071,Midtown-Midtown South
FY16 5909,2016,Parks Equity Initiative,Reynoso,"Open Space Alliance for North Brooklyn, Inc.",10849087,Cleared,6000,DPR,Sternberg Park,79 North 11th Street,,Brooklyn,NY,11211,Funds will be used to maintain park and beautification efforts.,,,BROOKLYN,40.721607,-73.957838,1,33,557,3061536,3022890001,North Side-South Side
FY16 7447,2016,Immigrant Opportunities Initiative,,"Housing Conservation Coordinators, Inc.",510141489,Cleared,38000,DSS/HRA,,777 Tenth Avenue,,New York NY,New YorkNY,10019-5027,"This allocation supports funding to assist immigrant adults gain access to information and resources and to strengthen their participation in the democratic process. Specifically, this initiative provides funding for English for Speakers of Other Languages (ESOL) classes, legal services for recent immigrants to assist with applications for citizenship or permanent residency, and various other immigrant related legal services.",,,MANHATTAN,40.766197,-73.990701,4,3,135,1088298,1010817503,Clinton
FY16 2395,2016,Local,Cumbo,"Lafayette Gardens Tenants Association, Inc.",113556000,Cleared,7000,NYCHA,,345 Classon Avenue,17d,Brooklyn,New YorkNY,11205,"Funding will be used to support after school recreational programs, meals for seniors, parenting classes, social services, and violence prevention for Public Housing youth, adults and seniors",,,BROOKLYN,40.689387,-73.960094,3,35,233,3321865,3019380001,Bedford
FY16 1443,2016,Aging,Mendez,"Educational Alliance, Inc.",135562210,Cleared,9500,DFTA,,197 East Broadway,,New York,New YorkNY,10002-5507,Funding to support innovative health and wellness activities taking place at the Sirovich Center,,,MANHATTAN,40.714219,-73.988219,3,1,6,1003704,1002850029,Lower East Side
FY16 0006,2016,Anti-Poverty,Eugene,"71st Precinct Community Council, Inc.",43784543,Cleared,6000,DYCD,,421 EMPIRE BOULEVARD,,BROOKLYN,New YorkNY,11225,"The support operational funding for: 1) Family Day Picnic held on June 7th) National Night Out held on August 4th; 3) Halloween Safe Path Walk on October 31st; 4)Thanksgiving Turkey Giveaway prior to November 26th; 5, Seasonal Party in early December.",,,BROOKLYN,40.664113,-73.947763,9,35,331,3034563,3013100001,Crown Heights South
FY16 5173,2016,Cultural After-School Adventure (CASA),Menchaca,"Dance Theatre Etcetera, Inc.",133015965,Cleared,20000,DCLA,Public School 15,480 VAN BRUNT ST STE 203,,Brooklyn,New YorkNY,11231,This funding supports after-school programs that are in partnership with cultural programs and institutions to provide arts enrichment citywide.,,,BROOKLYN,40.674431,-74.016345,6,38,53,3008873,3006110011,Carroll Gardens-Columbia Street-Red Hook
FY16 0129,2016,Boro,Queens Delegation,American-Italian Cancer Foundation,133035711,Cleared,50000,DOHMH,,112 East 71 Street,Suite 2B,New York,New YorkNY,10021,To support the Mobile Care Clinic in Queens.,,,MANHATTAN,40.770141,-73.96367,8,4,128,1083890,1014057502,Upper East Side-Carnegie Hill
FY16 6662,2016,Infant Mortality Reduction,,"Haitian Americans United for Progress, Inc.",112423857,Cleared,20757,DOHMH,,221-05 Linden Boulevard,,Cambria Heights,New YorkNY,11411,"This allocation promotes women’s health before, during, and after pregnancy and works in areas with the highest infant mortality rates to improve maternal and child health outcomes through a network of community based providers offering a range of interventions: outreach, referrals, workshops, case management, and peer education.",,,QUEENS,40.694826,-73.739107,13,27,596,4244384,4113220009,Cambria Heights
FY16 6234,2016,Food Pantries,Bronx Delegation,"Food Bank for New York City, The",133179546,Cleared,5275,DYCD,St. Joan of Arc,39 Broadway,Floor 10,New York,NY,10006,"This allocation represents a restoration of $1.32 million from Fiscal 2015, as well as an enhancement of $612,000. This allocation represents funding to support a number of food pantries and soup kitchens citywide.",,,MANHATTAN,40.706251,-74.012952,1,1,13,1000803,1000200004,Battery Park City-Lower Manhattan
FY16 0440,2016,Local,Deutsch,"Brighton Beach District Management Association, Inc.",112843233,Cleared,12000,DSBS,,1002 Brighton Beach Avenue,,brooklyn,New YorkNY,11235,Funds to increase number of working hours for a sanitation crew in the area and for maintaining Graffiti free Brighton Beach.,,,BROOKLYN,40.578014,-73.959505,13,48,61002,3245723,3087200001,Brighton Beach
FY16 1739,2016,Youth,CD28,"Fund for the City of New York, Inc.",132612524,Cleared,5000,DYCD,,121 Avenue of the Americas,6th Floor,New York,NY,10013,"Funding will support general program operations, including supplies for workshops and other activities for participants, outreach to parents, materials for parent support workshops and food for participants’.",,,MANHATTAN,40.723903,-74.00469,2,3,37,1083493,1004777501,SoHo-TriBeCa-Civic Center-Little Italy
FY16 7894,2016,Local,Lancman,"Queens College Foundation, Inc.",116080521,Cleared,5000,CUNY,,Queens College Dept of Psychology SB318E,65-30 Kissena Blvd,Flushing,New YorkNY,11367-1597,"Funding will be used to support  the ""In the Footsteps of Dr. King"" initiative.",,,QUEENS,40.736392,-73.818882,8,24,809,4000000,4065170001,Kew Gardens Hills
FY16 1918,2016,Local,Eugene,"HABNET Chamber Of Commerce, Inc.",470939800,Cleared,5000,DSBS,,1401 Flatbush Avenue,Suite 203,Brooklyn,New YorkNY,11210-1497,To support a job training and placement program for the unemployed and underemployed.,,,BROOKLYN,40.636511,-73.951539,14,45,788,3120877,3052280008,Flatbush
FY16 0048,2016,Youth,Chin,"A Place for Kids, Inc.",133624631,Cleared,5000,DYCD,,111 Division Street,,new york,New YorkNY,10002,"To support education program for at-risk children, parent professional workshops, student workshops in literacy arts, and in-school musical programs at local schools.",,,MANHATTAN,40.714398,-73.992299,3,1,6,1003612,1002830094,Lower East Side
